reward_mode,seed,episode,episode_reward
no_time_penalty,2,33,101.95229138433933
no_time_penalty,2,34,-103.89883848279715
no_time_penalty,2,35,-119.8550745099783
no_time_penalty,2,36,-87.38880650699139
no_time_penalty,2,37,-100.15370857715607
no_time_penalty,2,38,-94.64310136437416
no_time_penalty,2,39,-119.52019760012627
no_time_penalty,2,40,-219.09100940823555
no_time_penalty,2,41,-200.1634413599968
no_time_penalty,2,42,-119.2979836165905
no_time_penalty,2,43,-113.17065933346748
no_time_penalty,2,44,-298.93719705939293
no_time_penalty,2,45,-87.72905021160841
no_time_penalty,2,46,-336.06216782331467
no_time_penalty,2,47,-61.00018221139908
no_time_penalty,2,48,-150.76065185666084
no_time_penalty,2,49,-244.82276511192322
no_time_penalty,3,0,-278.20600163936615
no_time_penalty,3,1,-61.54529398679733
no_time_penalty,3,2,-202.10182854533195
no_time_penalty,3,3,-106.81976956129074
no_time_penalty,3,4,-262.16536471247673
no_time_penalty,3,5,-237.70331558585167
no_time_penalty,3,6,-105.6739153265953
no_time_penalty,3,7,-161.7289858162403
no_time_penalty,3,8,-250.65640664100647
no_time_penalty,3,9,-58.29508999735117
no_time_penalty,3,10,-104.40271720290184
no_time_penalty,3,11,-175.16229036450386
no_time_penalty,3,12,-205.7454837858677
no_time_penalty,3,13,-172.88140493631363
no_time_penalty,3,14,-260.8456903100014
no_time_penalty,3,15,-207.8866021335125
no_time_penalty,3,16,-257.5186702013016
no_time_penalty,3,17,-54.931786961853504
no_time_penalty,3,18,-57.951743707060814
no_time_penalty,3,19,98.86864941567183
no_time_penalty,3,20,-142.14109686017036
no_time_penalty,3,21,101.97499258443713
no_time_penalty,3,22,-61.6884790584445
no_time_penalty,3,23,-307.814173579216
no_time_penalty,3,24,-126.50793485343456
no_time_penalty,3,25,-75.6337328478694
no_time_penalty,3,26,-215.57719132304192
no_time_penalty,3,27,-286.3404026031494
no_time_penalty,3,28,-321.799946308136
no_time_penalty,3,29,-95.22966292500496
no_time_penalty,3,30,-141.25281623005867
no_time_penalty,3,31,103.98569080233574
no_time_penalty,3,32,-68.9403802677989
no_time_penalty,3,33,-171.1687795817852
no_time_penalty,3,34,-227.95149382948875
no_time_penalty,3,35,-270.14100539684296
no_time_penalty,3,36,-44.64222726970911
no_time_penalty,3,37,-112.02868290245533
no_time_penalty,3,38,-124.64550736546516
no_time_penalty,3,39,-256.3886150419712
no_time_penalty,3,40,-287.9368735551834
no_time_penalty,3,41,-64.0357643738389
no_time_penalty,3,42,-296.3320630788803
no_time_penalty,3,43,-63.59282622486353
no_time_penalty,3,44,-121.53452472388744
no_time_penalty,3,45,-218.51026234030724
no_time_penalty,3,46,-207.2855335175991
no_time_penalty,3,47,-63.22096736729145
no_time_penalty,3,48,-69.60702664405107
no_time_penalty,3,49,-99.10273541510105
no_time_penalty,4,0,-120.4084879308939
no_time_penalty,4,1,-94.303916297853
no_time_penalty,4,2,-262.98594319820404
no_time_penalty,4,3,-212.93342864513397
no_time_penalty,4,4,-275.25854283571243
no_time_penalty,4,5,-289.3160883784294
no_time_penalty,4,6,101.54343608766794
no_time_penalty,4,7,-141.03892309963703
no_time_penalty,4,8,-158.46872875094414
no_time_penalty,4,9,-205.9678516983986
no_time_penalty,4,10,-336.2382644414902
no_time_penalty,4,11,103.31277571618557
no_time_penalty,4,12,100.30444371700287
no_time_penalty,4,13,97.60541278496385
no_time_penalty,4,14,-134.6862055659294
no_time_penalty,4,15,100.9659343957901
no_time_penalty,4,16,-234.17191961407661
no_time_penalty,4,17,-231.33778342604637
no_time_penalty,4,18,-112.13554728031158
no_time_penalty,4,19,91.69324693828821
no_time_penalty,4,20,-85.82070648670197
no_time_penalty,4,21,-313.78459203243256
no_time_penalty,4,22,-84.48354324698448
no_time_penalty,4,23,-148.3627332597971
no_time_penalty,4,24,-279.9551869034767
no_time_penalty,4,25,-66.66277615725994
no_time_penalty,4,26,-185.14231580495834
no_time_penalty,4,27,101.75156773626804
no_time_penalty,4,28,-79.39316571503878
no_time_penalty,4,29,102.41105971485376
no_time_penalty,4,30,-148.66231752932072
no_time_penalty,4,31,-227.79523792862892
no_time_penalty,4,32,-103.4357550740242
no_time_penalty,4,33,-125.69024105370045
no_time_penalty,4,34,-56.949288971722126
no_time_penalty,4,35,-181.6180754005909
no_time_penalty,4,36,102.48322823643684
no_time_penalty,4,37,-30.814336493611336
no_time_penalty,4,38,-71.6373095959425
no_time_penalty,4,39,-270.1725590825081
no_time_penalty,4,40,-101.43159499764442
no_time_penalty,4,41,-237.90371772646904
no_time_penalty,4,42,-59.983871668577194
no_time_penalty,4,43,100.55707433447242
no_time_penalty,4,44,-115.0026149302721
no_time_penalty,4,45,-51.429224252700806
no_time_penalty,4,46,84.23108582571149
no_time_penalty,4,47,-105.2744098007679
no_time_penalty,4,48,-181.41407492756844
no_time_penalty,4,49,-271.39302277565
distance_only,0,0,-10.097770977765322
distance_only,0,1,-95.30530482530594
distance_only,0,2,-76.45473510026932
distance_only,0,3,-201.59821942448616
distance_only,0,4,-63.56903839856386
distance_only,0,5,-92.33438113331795
distance_only,0,6,-97.49256357550621
distance_only,0,7,-3.7099792286753654
distance_only,0,8,-45.84301829710603
distance_only,0,9,-166.9373056292534
distance_only,0,10,-295.21137231588364
distance_only,0,11,-5.675169721245766
distance_only,0,12,-96.55313605070114
distance_only,0,13,-9.856766931712627
distance_only,0,14,-2.774261273443699
distance_only,0,15,-284.51337254047394
distance_only,0,16,-155.52212190628052
distance_only,0,17,-86.38052390515804
distance_only,0,18,-69.67544979602098
distance_only,0,19,-154.98220479488373
distance_only,0,20,-215.76268297433853
distance_only,0,21,-160.93668907880783
distance_only,0,22,-185.66853180527687
distance_only,0,23,-58.65284467488527
distance_only,0,24,-253.53628566861153
distance_only,0,25,-84.2404934167862
distance_only,0,26,-56.39590509608388
distance_only,0,27,-70.44806942343712
distance_only,0,28,-172.79317644238472
distance_only,0,29,-4.352366961538792
distance_only,0,30,-100.08376443386078
distance_only,0,31,-76.1381052210927
distance_only,0,32,-205.40593820810318
distance_only,0,33,-125.8540853112936
distance_only,0,34,-143.49943447113037
distance_only,0,35,-93.89372096955776
distance_only,0,36,-67.51573523133993
distance_only,0,37,-2.9620791226625443
distance_only,0,38,-205.90490674972534
distance_only,0,39,-132.6841984540224
distance_only,0,40,-144.2398442029953
distance_only,0,41,-177.58480355143547
distance_only,0,42,-141.38092416524887
distance_only,0,43,-126.99731554090977
distance_only,0,44,-78.84734228998423
distance_only,0,45,-7.869558174163103
distance_only,0,46,-150.11737498641014
distance_only,0,47,-56.17479249835014
distance_only,0,48,-81.23451341688633
distance_only,0,49,-2.3668533451855183
distance_only,1,0,-269.8555151820183
distance_only,1,1,-107.63108583539724
distance_only,1,2,-170.90161907672882
distance_only,1,3,-280.1487408876419
distance_only,1,4,-172.54844897985458
distance_only,1,5,-139.7425435334444
distance_only,1,6,-86.71281353384256
distance_only,1,7,-252.29843232035637
distance_only,1,8,-8.092330131679773
distance_only,1,9,-274.77706265449524
distance_only,1,10,-121.00369107723236
distance_only,1,11,-294.66012638807297
distance_only,1,12,-79.99060814455152
distance_only,1,13,-54.68288306891918
distance_only,1,14,-147.50784242153168
distance_only,1,15,-74.10620429366827
distance_only,1,16,-103.23233527690172
distance_only,1,17,-238.41013404726982
distance_only,1,18,-148.87600207328796
distance_only,1,19,-236.91405525803566
distance_only,1,20,-93.482876367867
distance_only,1,21,-318.5016758441925
distance_only,1,22,-172.3227064013481
distance_only,1,23,-321.26710391044617
distance_only,1,24,-138.89134523272514
distance_only,1,25,-61.43799789249897
distance_only,1,26,-101.02125403285027
distance_only,1,27,-264.0472868978977
distance_only,1,28,-221.9708915054798
distance_only,1,29,-2.870437690988183
distance_only,1,30,-85.55227847397327
distance_only,1,31,-83.88010546565056
distance_only,1,32,-16.429712492972612
distance_only,1,33,-100.81940856575966
distance_only,1,34,-115.86288315057755
distance_only,1,35,-135.6583223491907
distance_only,1,36,-207.6158310174942
distance_only,1,37,-220.94099235534668
distance_only,1,38,-207.99241077899933
distance_only,1,39,-50.54987742751837
distance_only,1,40,-270.0822924375534
distance_only,1,41,-132.81917829811573
distance_only,1,42,-55.53131436556578
distance_only,1,43,-114.1298057064414
distance_only,1,44,-86.50976676493883
distance_only,1,45,-4.615815848112106
distance_only,1,46,-223.23402997851372
distance_only,1,47,-274.99375969171524
distance_only,1,48,-274.1528382897377
distance_only,1,49,-164.06505531072617
distance_only,2,0,-74.8307731449604
distance_only,2,1,-191.1193630695343
distance_only,2,2,-4.67046938277781
distance_only,2,3,-129.2977014631033
distance_only,2,4,-131.57861423492432
distance_only,2,5,-115.39949659258127
distance_only,2,6,-72.31264844536781
distance_only,2,7,-259.19446712732315
distance_only,2,8,-337.4185575246811
distance_only,2,9,-72.63714287430048
distance_only,2,10,-94.41459694504738
distance_only,2,11,-61.062190387398005
distance_only,2,12,-100.34671740978956
distance_only,2,13,-133.47367630898952
distance_only,2,14,-6.616944074630737
distance_only,2,15,-252.5320199728012
distance_only,2,16,-169.07022777199745
distance_only,2,17,-192.6422571837902
distance_only,2,18,-57.10109008103609
distance_only,2,19,-177.38349133729935
distance_only,2,20,-7.760796450078487
distance_only,2,21,-284.996765434742
distance_only,2,22,-44.009037621319294
distance_only,2,23,-225.9765796661377
distance_only,2,24,-1.3689986169338226
distance_only,2,25,-198.62005895376205
distance_only,2,26,-213.9149902164936
distance_only,2,27,-108.44655910134315
distance_only,2,28,-253.43836936354637
distance_only,2,29,-258.4232012927532
distance_only,2,30,-257.4783174395561
distance_only,2,31,-63.54115542024374
distance_only,2,32,-98.52125627547503
distance_only,2,33,-6.013225819915533
distance_only,2,34,-96.87506993114948
distance_only,2,35,-128.55439127981663
distance_only,2,36,-54.91147594153881
distance_only,2,37,-87.61949437856674
distance_only,2,38,-66.40172989666462
distance_only,2,39,-97.70001412928104
distance_only,2,40,-180.14522743225098
distance_only,2,41,-167.06610423326492
distance_only,2,42,-100.4377323538065
distance_only,2,43,-99.54446908831596
distance_only,2,44,-238.88727539777756
distance_only,2,45,-73.53233037889004
distance_only,2,46,-304.705579161644
distance_only,2,47,-5.780489753931761
distance_only,2,48,-150.93831308186054
distance_only,2,49,-214.16652664542198
distance_only,3,0,-262.32917231321335
distance_only,3,1,-74.7241450548172
distance_only,3,2,-185.82210245728493
distance_only,3,3,-92.4411796182394
distance_only,3,4,-247.17570316791534
distance_only,3,5,-266.7040445804596
distance_only,3,6,-102.38746701180935
distance_only,3,7,-152.88967905938625
distance_only,3,8,-238.91358226537704
distance_only,3,9,-20.715142622590065
distance_only,3,10,-89.61023193597794
distance_only,3,11,-145.51618114113808
distance_only,3,12,-185.33240696787834
distance_only,3,13,-154.95852863788605
distance_only,3,14,-269.5613692998886
distance_only,3,15,-209.9910980463028
distance_only,3,16,-259.45947006344795
distance_only,3,17,-50.33375058695674
distance_only,3,18,-54.24625291675329
distance_only,3,19,-89.58929893374443
distance_only,3,20,-47.001028299331665
distance_only,3,21,-97.58893805742264
distance_only,3,22,-1.0951907187700272
distance_only,3,23,-280.0364894270897
distance_only,3,24,-147.95544692873955
distance_only,3,25,-79.66514194756746
distance_only,3,26,-232.96875301003456
distance_only,3,27,-269.98260712623596
distance_only,3,28,-299.4742463827133
distance_only,3,29,-88.55362994223833
distance_only,3,30,-123.39543879032135
distance_only,3,31,-5.5585568975657225
distance_only,3,32,-99.09615656733513
distance_only,3,33,-145.59658838808537
distance_only,3,34,-192.81769636273384
distance_only,3,35,-297.3693683743477
distance_only,3,36,-109.50435896962881
distance_only,3,37,-105.89830240607262
distance_only,3,38,-116.75452506542206
distance_only,3,39,-283.5353524684906
distance_only,3,40,-296.6529313325882
distance_only,3,41,-53.63290986418724
distance_only,3,42,-315.229966878891
distance_only,3,43,-62.42790117114782
distance_only,3,44,-135.9851763099432
distance_only,3,45,-255.8403690457344
distance_only,3,46,-244.73972803354263
distance_only,3,47,-57.02150294929743
distance_only,3,48,-57.39213617891073
distance_only,3,49,-4.664580550044775
distance_only,4,0,-110.80717566609383
distance_only,4,1,-5.796509779989719
distance_only,4,2,-263.5079244673252
distance_only,4,3,-230.60871958732605
distance_only,4,4,-276.5610717833042
distance_only,4,5,-286.46599304676056
distance_only,4,6,-2.4218547828495502
distance_only,4,7,-119.84874334931374
distance_only,4,8,-156.21869704127312
distance_only,4,9,-188.46711617708206
distance_only,4,10,-322.4819902777672
distance_only,4,11,-3.9451250545680523
distance_only,4,12,-2.3926177248358727
distance_only,4,13,-57.10660517960787
distance_only,4,14,-139.50395929813385
distance_only,4,15,-3.1752598248422146
distance_only,4,16,-253.60104140639305
distance_only,4,17,-224.9371877014637
distance_only,4,18,-107.32799759507179
distance_only,4,19,-5.075086239725351
distance_only,4,20,-82.08779829740524
distance_only,4,21,-287.5867574810982
distance_only,4,22,-114.85993684828281
distance_only,4,23,-133.3985979706049
distance_only,4,24,-281.27795019745827
distance_only,4,25,-89.87061831355095
distance_only,4,26,-174.90753376483917
distance_only,4,27,-2.3440197594463825
distance_only,4,28,-74.84963904321194
distance_only,4,29,-2.4632221683859825
distance_only,4,30,-142.00425493717194
distance_only,4,31,-238.83215323090553
distance_only,4,32,-78.7883487790823
distance_only,4,33,-101.87983490526676
distance_only,4,34,-70.66798943281174
distance_only,4,35,-167.91414579749107
distance_only,4,36,-3.1800503246486187
distance_only,4,37,-76.75996129959822
distance_only,4,38,-76.00602124631405
distance_only,4,39,-254.19958218932152
distance_only,4,40,-164.71801045536995
distance_only,4,41,-230.99394670128822
distance_only,4,42,-58.139308631420135
distance_only,4,43,-5.454379417002201
distance_only,4,44,-131.0288891941309
distance_only,4,45,-9.004250813275576
distance_only,4,46,-19.322345413267612
distance_only,4,47,-97.29387240111828
distance_only,4,48,-179.5163872241974
distance_only,4,49,-275.2787276506424
