reward_mode,seed,episode,episode_reward
full,3,8,-278.62866944260895
full,3,9,-66.64064570304618
full,3,10,-104.78306344617158
full,3,11,-174.1128724093869
full,3,12,-202.93379908241332
full,3,13,-168.55689380527474
full,3,14,-275.7821445465088
full,3,15,-213.80765075981617
full,3,16,-265.39961539395154
full,3,17,-51.471702521666884
full,3,18,-53.470326853906954
full,3,19,-84.75519907358103
full,3,20,-60.30544344941154
full,3,21,103.88920404575765
full,3,22,-94.67632923112251
full,3,23,-299.55771576985717
full,3,24,-131.68722343072295
full,3,25,-66.3376381136477
full,3,26,-232.6122082695365
full,3,27,-285.32648986019194
full,3,28,-316.71616031974554
full,3,29,-120.00407908507623
full,3,30,-140.78330529131927
full,3,31,103.31611654162407
full,3,32,-72.38072842010297
full,3,33,-189.59913049079478
full,3,34,-213.4806389277801
full,3,35,-291.88447242602706
full,3,36,-98.67831864812433
full,3,37,105.78481637313962
full,3,38,-122.24673148521106
full,3,39,-271.87789328582585
full,3,40,-304.1356164738536
full,3,41,-69.27268613944761
full,3,42,-310.18956000357866
full,3,43,-53.69248237274587
full,3,44,-144.94056633324362
full,3,45,-246.0258294083178
full,3,46,-230.04336423426867
full,3,47,-66.58183006336185
full,3,48,103.5710911937058
full,3,49,-51.67823597975075
full,4,0,-119.67982421744091
full,4,1,-81.34515396156348
full,4,2,-341.192509226501
full,4,3,-254.6836917772889
full,4,4,-255.71969771385193
full,4,5,-281.2734494321048
full,4,6,96.3801783786621
full,4,7,-187.1619785912335
full,4,8,-156.34019660018384
full,4,9,-195.79135834611952
full,4,10,-314.4524444434792
full,4,11,103.94135576486588
full,4,12,101.77162922173738
full,4,13,96.45783656602725
full,4,14,-121.38797006942332
full,4,15,101.71067845448852
full,4,16,-200.3221153691411
full,4,17,-220.09454840235412
full,4,18,-136.04090150864067
full,4,19,-84.67391104018316
full,4,20,-98.70623774151318
full,4,21,-280.8694113045931
full,4,22,-172.80816109105945
full,4,23,-147.26739516528323
full,4,24,-734.3138008008245
full,4,25,-186.5220417957753
full,4,26,-179.57943812408485
full,4,27,102.13113964907825
full,4,28,-128.8036301904358
full,4,29,78.943814934697
full,4,30,-90.05741538152506
full,4,31,-230.2285379692912
full,4,32,-90.69038453209214
full,4,33,-139.12022768892348
full,4,34,-175.83568309480324
full,4,35,-172.06086637475528
full,4,36,103.73335191607475
full,4,37,101.09393942169845
full,4,38,-75.17043681652285
full,4,39,-258.927204079926
full,4,40,-203.55341524071991
full,4,41,-232.6595731396228
full,4,42,-76.23490729695186
full,4,43,-87.5949399813544
full,4,44,-140.58614535676315
full,4,45,101.41894726990722
full,4,46,-69.16171090607531
full,4,47,-118.1127365345601
full,4,48,-185.70332201570272
full,4,49,-268.03084494173527
sparse,0,0,0.0
sparse,0,1,0.0
sparse,0,2,0.0
sparse,0,3,0.0
sparse,0,4,0.0
sparse,0,5,0.0
sparse,0,6,0.0
sparse,0,7,0.0
sparse,0,8,0.0
sparse,0,9,0.0
sparse,0,10,0.0
sparse,0,11,0.0
sparse,0,12,0.0
sparse,0,13,0.0
sparse,0,14,0.0
sparse,0,15,0.0
sparse,0,16,0.0
sparse,0,17,0.0
sparse,0,18,0.0
sparse,0,19,0.0
sparse,0,20,0.0
sparse,0,21,0.0
sparse,0,22,0.0
sparse,0,23,0.0
sparse,0,24,0.0
sparse,0,25,0.0
sparse,0,26,0.0
sparse,0,27,0.0
sparse,0,28,0.0
sparse,0,29,0.0
sparse,0,30,0.0
sparse,0,31,0.0
sparse,0,32,0.0
sparse,0,33,0.0
sparse,0,34,0.0
sparse,0,35,0.0
sparse,0,36,0.0
sparse,0,37,0.0
sparse,0,38,0.0
sparse,0,39,0.0
sparse,0,40,0.0
sparse,0,41,0.0
sparse,0,42,0.0
sparse,0,43,0.0
sparse,0,44,0.0
sparse,0,45,0.0
sparse,0,46,0.0
sparse,0,47,0.0
sparse,0,48,0.0
sparse,0,49,0.0
sparse,1,0,0.0
sparse,1,1,0.0
sparse,1,2,0.0
sparse,1,3,0.0
sparse,1,4,0.0
sparse,1,5,0.0
sparse,1,6,0.0
sparse,1,7,0.0
sparse,1,8,0.0
sparse,1,9,0.0
sparse,1,10,0.0
sparse,1,11,0.0
sparse,1,12,0.0
sparse,1,13,0.0
sparse,1,14,0.0
sparse,1,15,0.0
sparse,1,16,0.0
sparse,1,17,0.0
sparse,1,18,0.0
sparse,1,19,0.0
sparse,1,20,0.0
sparse,1,21,0.0
sparse,1,22,0.0
sparse,1,23,0.0
sparse,1,24,0.0
sparse,1,25,0.0
sparse,1,26,0.0
sparse,1,27,0.0
sparse,1,28,0.0
sparse,1,29,0.0
sparse,1,30,0.0
sparse,1,31,0.0
sparse,1,32,0.0
sparse,1,33,0.0
sparse,1,34,0.0
sparse,1,35,0.0
sparse,1,36,0.0
sparse,1,37,0.0
sparse,1,38,0.0
sparse,1,39,0.0
sparse,1,40,0.0
sparse,1,41,0.0
sparse,1,42,0.0
sparse,1,43,0.0
sparse,1,44,0.0
sparse,1,45,0.0
sparse,1,46,0.0
sparse,1,47,0.0
sparse,1,48,0.0
sparse,1,49,0.0
sparse,2,0,0.0
sparse,2,1,0.0
sparse,2,2,0.0
sparse,2,3,0.0
sparse,2,4,0.0
sparse,2,5,0.0
sparse,2,6,0.0
sparse,2,7,0.0
sparse,2,8,0.0
sparse,2,9,0.0
sparse,2,10,0.0
sparse,2,11,0.0
sparse,2,12,0.0
sparse,2,13,0.0
sparse,2,14,0.0
sparse,2,15,0.0
sparse,2,16,0.0
sparse,2,17,0.0
sparse,2,18,0.0
sparse,2,19,0.0
sparse,2,20,0.0
sparse,2,21,0.0
sparse,2,22,0.0
sparse,2,23,0.0
sparse,2,24,0.0
sparse,2,25,0.0
sparse,2,26,0.0
sparse,2,27,0.0
sparse,2,28,0.0
sparse,2,29,0.0
sparse,2,30,0.0
sparse,2,31,0.0
sparse,2,32,0.0
sparse,2,33,0.0
sparse,2,34,0.0
sparse,2,35,0.0
sparse,2,36,0.0
sparse,2,37,0.0
sparse,2,38,0.0
sparse,2,39,0.0
sparse,2,40,0.0
sparse,2,41,0.0
sparse,2,42,0.0
sparse,2,43,0.0
sparse,2,44,0.0
sparse,2,45,0.0
sparse,2,46,0.0
sparse,2,47,0.0
sparse,2,48,0.0
sparse,2,49,0.0
sparse,3,0,0.0
sparse,3,1,0.0
sparse,3,2,-30.0
sparse,3,3,0.0
sparse,3,4,-220.0
sparse,3,5,-220.0
sparse,3,6,0.0
sparse,3,7,0.0
sparse,3,8,0.0
sparse,3,9,0.0
sparse,3,10,0.0
sparse,3,11,0.0
sparse,3,12,0.0
sparse,3,13,0.0
sparse,3,14,0.0
sparse,3,15,0.0
sparse,3,16,0.0
sparse,3,17,0.0
sparse,3,18,0.0
sparse,3,19,-120.0
sparse,3,20,0.0
sparse,3,21,100.0
sparse,3,22,0.0
sparse,3,23,0.0
sparse,3,24,0.0
sparse,3,25,-70.0
sparse,3,26,0.0
sparse,3,27,0.0
sparse,3,28,0.0
sparse,3,29,0.0
sparse,3,30,0.0
sparse,3,31,-20.0
sparse,3,32,100.0
sparse,3,33,0.0
sparse,3,34,0.0
sparse,3,35,-70.0
sparse,3,36,100.0
sparse,3,37,-70.0
sparse,3,38,-80.0
sparse,3,39,0.0
sparse,3,40,0.0
sparse,3,41,-40.0
sparse,3,42,0.0
sparse,3,43,-2770.0
sparse,3,44,-70.0
sparse,3,45,0.0
sparse,3,46,0.0
sparse,3,47,0.0
sparse,3,48,-40.0
sparse,3,49,0.0
sparse,4,0,0.0
sparse,4,1,0.0
sparse,4,2,0.0
sparse,4,3,0.0
sparse,4,4,0.0
sparse,4,5,0.0
sparse,4,6,0.0
sparse,4,7,0.0
sparse,4,8,0.0
sparse,4,9,0.0
sparse,4,10,0.0
sparse,4,11,0.0
sparse,4,12,0.0
sparse,4,13,0.0
sparse,4,14,0.0
sparse,4,15,0.0
sparse,4,16,0.0
sparse,4,17,0.0
sparse,4,18,0.0
sparse,4,19,0.0
sparse,4,20,0.0
sparse,4,21,0.0
sparse,4,22,0.0
sparse,4,23,0.0
sparse,4,24,0.0
sparse,4,25,0.0
sparse,4,26,0.0
sparse,4,27,0.0
sparse,4,28,0.0
sparse,4,29,0.0
sparse,4,30,0.0
sparse,4,31,0.0
sparse,4,32,0.0
sparse,4,33,0.0
sparse,4,34,0.0
sparse,4,35,0.0
sparse,4,36,0.0
sparse,4,37,0.0
sparse,4,38,0.0
sparse,4,39,0.0
sparse,4,40,0.0
sparse,4,41,0.0
sparse,4,42,0.0
sparse,4,43,0.0
sparse,4,44,0.0
sparse,4,45,0.0
sparse,4,46,0.0
sparse,4,47,0.0
sparse,4,48,0.0
sparse,4,49,0.0
no_progress,0,0,97.83970512449741
no_progress,0,1,-98.1364294886589
no_progress,0,2,-92.83649502694607
no_progress,0,3,-236.5716495513916
no_progress,0,4,-81.97204537689686
no_progress,0,5,-95.02026963233948
no_progress,0,6,-106.31485863029957
no_progress,0,7,95.76446260511875
no_progress,0,8,-79.96654285490513
no_progress,0,9,-186.21578493714333
no_progress,0,10,-297.8420089483261
no_progress,0,11,56.3266983628273
no_progress,0,12,-109.56576080620289
no_progress,0,13,-61.58597652614117
no_progress,0,14,87.01481438428164
no_progress,0,15,-293.33966583013535
no_progress,0,16,-178.47367161512375
no_progress,0,17,-56.839223973453045
no_progress,0,18,-55.823551222682
no_progress,0,19,-163.2354053258896
no_progress,0,20,-235.54312720894814
no_progress,0,21,-164.9298593401909
no_progress,0,22,-187.93839809298515
no_progress,0,23,-85.66468806564808
no_progress,0,24,-274.71569579839706
no_progress,0,25,-121.22242426872253
no_progress,0,26,-87.50245763361454
no_progress,0,27,-95.52343487739563
no_progress,0,28,-223.97037708759308
no_progress,0,29,75.40967896580696
no_progress,0,30,-110.8379756808281
no_progress,0,31,-125.24720391631126
no_progress,0,32,-223.75523409247398
no_progress,0,33,-124.86094619333744
no_progress,0,34,-151.8313726335764
no_progress,0,35,-89.91266784071922
no_progress,0,36,-89.64314937591553
no_progress,0,37,84.19683464616537
no_progress,0,38,-227.4911474585533
no_progress,0,39,-135.46837158501148
no_progress,0,40,-183.3236284852028
no_progress,0,41,-190.96402499079704
no_progress,0,42,-182.66928619146347
no_progress,0,43,-129.94481334090233
no_progress,0,44,95.92005146294832
no_progress,0,45,91.99710116535425
no_progress,0,46,-175.14782086014748
no_progress,0,47,-74.27264875173569
no_progress,0,48,-88.20315956324339
no_progress,0,49,-77.63824360072613
no_progress,1,0,-306.7300940155983
no_progress,1,1,97.01479250192642
no_progress,1,2,-178.6518540084362
no_progress,1,3,-304.96242702007294
no_progress,1,4,-156.61059147119522
no_progress,1,5,-154.28841471672058
no_progress,1,6,93.5244501568377
no_progress,1,7,-280.60477209091187
no_progress,1,8,94.07656443864107
no_progress,1,9,-325.4453561306
no_progress,1,10,-135.01707062125206
no_progress,1,11,-346.50432777404785
no_progress,1,12,-56.19695373624563
no_progress,1,13,95.9361217468977
no_progress,1,14,-163.89410585165024
no_progress,1,15,-73.78975407779217
no_progress,1,16,-58.015221349895
no_progress,1,17,-246.42521944642067
no_progress,1,18,-153.15124261379242
no_progress,1,19,-250.3596650660038
no_progress,1,20,-60.26643092185259
no_progress,1,21,-337.4164171218872
no_progress,1,22,-175.83421629667282
no_progress,1,23,-332.45550763607025
no_progress,1,24,-155.9887206852436
no_progress,1,25,-57.97611187398434
no_progress,1,26,-54.88258647918701
no_progress,1,27,-264.90111687779427
no_progress,1,28,-239.542887955904
no_progress,1,29,97.30068682134151
no_progress,1,30,-64.9664166495204
no_progress,1,31,-85.50024296343327
no_progress,1,32,-71.23966640233994
no_progress,1,33,-78.50590256601572
no_progress,1,34,-79.43587970733643
no_progress,1,35,-125.36049142479897
no_progress,1,36,-226.9224937260151
no_progress,1,37,-222.65758600831032
no_progress,1,38,-231.8421971797943
no_progress,1,39,93.43621651083231
no_progress,1,40,-283.93594163656235
no_progress,1,41,-89.3392942994833
no_progress,1,42,-66.46586682647467
no_progress,1,43,-92.72645040601492
no_progress,1,44,92.52909290790558
no_progress,1,45,95.50707711279392
no_progress,1,46,-291.47916227579117
no_progress,1,47,-289.4263088107109
no_progress,1,48,-291.0931867361069
no_progress,1,49,-177.9972574710846
no_progress,2,0,-83.54044151306152
no_progress,2,1,-191.65212786197662
no_progress,2,2,96.47544244676828
no_progress,2,3,-143.0783809274435
no_progress,2,4,-171.06825682520866
no_progress,2,5,-124.35494989156723
no_progress,2,6,-60.19124446064234
no_progress,2,7,-259.21685895323753
no_progress,2,8,-336.41252714395523
no_progress,2,9,-72.31794995069504
no_progress,2,10,-193.38802129030228
no_progress,2,11,90.82862050831318
no_progress,2,12,-84.60789649188519
no_progress,2,13,-152.6779842376709
no_progress,2,14,93.66688913851976
no_progress,2,15,-254.78224703669548
no_progress,2,16,-245.77907279133797
no_progress,2,17,-203.10305258631706
no_progress,2,18,98.43623702973127
no_progress,2,19,-180.71176743507385
no_progress,2,20,89.09730841964483
no_progress,2,21,-315.08988708257675
no_progress,2,22,-62.41251910477877
no_progress,2,23,-247.85159969329834
no_progress,2,24,97.72512208670378
no_progress,2,25,-210.67492893338203
no_progress,2,26,-228.88997274637222
no_progress,2,27,-85.43184772133827
no_progress,2,28,-265.07287335395813
no_progress,2,29,-251.1235914826393
no_progress,2,30,-252.149739921093
no_progress,2,31,-74.2202561199665
no_progress,2,32,-96.08300559222698
no_progress,2,33,74.96789154410362
no_progress,2,34,-90.20503108203411
no_progress,2,35,-119.92480537295341
no_progress,2,36,77.46838404238224
no_progress,2,37,-119.50255411863327
no_progress,2,38,-68.99603416025639
no_progress,2,39,-131.433031514287
no_progress,2,40,-184.90758496522903
no_progress,2,41,-176.03883188962936
no_progress,2,42,-107.78282807767391
no_progress,2,43,-135.15214101970196
no_progress,2,44,-237.14877319335938
no_progress,2,45,-86.11739069223404
no_progress,2,46,-362.36098939180374
no_progress,2,47,93.99817611277103
no_progress,2,48,-127.0359703451395
no_progress,2,49,-224.37907314300537
no_progress,3,0,-269.5143346786499
no_progress,3,1,98.90011233836412
no_progress,3,2,-169.51164868474007
no_progress,3,3,-158.83391766250134
no_progress,3,4,-286.86870539188385
no_progress,3,5,-275.4370842576027
no_progress,3,6,-163.12981536984444
no_progress,3,7,-197.2800563275814
no_progress,3,8,-293.7354756593704
no_progress,3,9,-107.6495608240366
no_progress,3,10,-153.48026229441166
no_progress,3,11,-216.16396245360374
no_progress,3,12,-169.27217134833336
no_progress,3,13,-216.07517528533936
no_progress,3,14,-283.8823451399803
no_progress,3,15,-220.9888532757759
no_progress,3,16,-273.54193395376205
no_progress,3,17,-86.96503070741892
no_progress,3,18,-82.82638324797153
no_progress,3,19,-122.15640838444233
no_progress,3,20,96.45669903606176
no_progress,3,21,-105.70239233225584
no_progress,3,22,-124.27190820872784
no_progress,3,23,-4846.881121575832
no_progress,3,24,-162.66507628560066
no_progress,3,25,-80.90227759629488
no_progress,3,26,-229.16849687695503
no_progress,3,27,-286.74672597646713
no_progress,3,28,-318.09205704927444
no_progress,3,29,-129.916729927063
no_progress,3,30,-183.3951237797737
no_progress,3,31,95.65498603880405
no_progress,3,32,-97.91982720792294
no_progress,3,33,-206.61070996522903
no_progress,3,34,-268.4614138007164
no_progress,3,35,-305.99300158023834
no_progress,3,36,-90.32089252769947
no_progress,3,37,-97.99729251116514
no_progress,3,38,-104.86056116223335
no_progress,3,39,-271.0941752791405
no_progress,3,40,-310.602462887764
no_progress,3,41,-89.77789087593555
no_progress,3,42,-317.7828637957573
no_progress,3,43,-80.22581008076668
no_progress,3,44,-113.12172964215279
no_progress,3,45,-254.57361581921577
no_progress,3,46,-208.27517926692963
no_progress,3,47,-116.70274646580219
no_progress,3,48,-102.47790583968163
no_progress,3,49,-48.30702765285969
no_progress,4,0,-138.1431977301836
no_progress,4,1,-111.23507890105247
no_progress,4,2,-264.8665657043457
no_progress,4,3,-253.4555469751358
no_progress,4,4,-300.69770473241806
no_progress,4,5,-303.6327928304672
no_progress,4,6,-78.00176871567965
no_progress,4,7,-120.96768662333488
no_progress,4,8,-155.43050372600555
no_progress,4,9,-220.2319506406784
no_progress,4,10,-335.9777332544327
no_progress,4,11,95.31145355850458
no_progress,4,12,96.40884544700384
no_progress,4,13,94.29541885107756
no_progress,4,14,-130.36539721488953
no_progress,4,15,-69.65347945690155
no_progress,4,16,-243.81191796064377
no_progress,4,17,-242.29631647467613
no_progress,4,18,-147.05999816954136
no_progress,4,19,-99.35312309861183
no_progress,4,20,-120.83111211657524
no_progress,4,21,-309.15248769521713
no_progress,4,22,-109.29243871569633
no_progress,4,23,-162.39577071368694
no_progress,4,24,-283.4654233455658
no_progress,4,25,-98.96570311486721
no_progress,4,26,-194.38346609473228
no_progress,4,27,-183.4042961113155
no_progress,4,28,-77.84495414793491
no_progress,4,29,97.23380506783724
no_progress,4,30,-138.62905877828598
no_progress,4,31,-239.07778730988503
no_progress,4,32,-101.34343527257442
no_progress,4,33,-111.49613955616951
no_progress,4,34,-88.90341840684414
no_progress,4,35,-197.15817388892174
no_progress,4,36,-66.58028913289309
no_progress,4,37,60.028597980737686
no_progress,4,38,91.01124279946089
no_progress,4,39,-283.1104049086571
no_progress,4,40,-136.0820184201002
no_progress,4,41,-252.85767775774002
no_progress,4,42,-98.65444422513247
no_progress,4,43,94.82956245541573
no_progress,4,44,-122.34239283204079
no_progress,4,45,-75.57414588332176
no_progress,4,46,95.78953975439072
no_progress,4,47,-124.20826594531536
no_progress,4,48,-180.66173127293587
no_progress,4,49,-313.34917241334915
no_time_penalty,0,0,104.30988585948944
no_time_penalty,0,1,-90.0904668867588
no_time_penalty,0,2,103.24076119810343
no_time_penalty,0,3,-225.77842184901237
no_time_penalty,0,4,-224.31756158173084
no_time_penalty,0,5,-101.96897066012025
no_time_penalty,0,6,-173.74717010557652
no_time_penalty,0,7,-152.95708317309618
no_time_penalty,0,8,-177.59732449799776
no_time_penalty,0,9,-190.9390175640583
no_time_penalty,0,10,-282.452308177948
no_time_penalty,0,11,103.14850345253944
no_time_penalty,0,12,-123.78017856180668
no_time_penalty,0,13,-149.95950070023537
no_time_penalty,0,14,-143.46850354224443
no_time_penalty,0,15,-275.94560676813126
no_time_penalty,0,16,-177.81812208890915
no_time_penalty,0,17,-131.5426236614585
no_time_penalty,0,18,100.24778696149588
no_time_penalty,0,19,-207.72528073191643
no_time_penalty,0,20,-237.1178802549839
no_time_penalty,0,21,-196.34177047014236
no_time_penalty,0,22,-175.29638051986694
no_time_penalty,0,23,-155.93953350931406
no_time_penalty,0,24,-256.642410248518
no_time_penalty,0,25,-192.14874905347824
no_time_penalty,0,26,-153.24218555539846
no_time_penalty,0,27,-133.12210807204247
no_time_penalty,0,28,-222.51583063602448
no_time_penalty,0,29,92.86129358410835
no_time_penalty,0,30,-162.49226701259613
no_time_penalty,0,31,-202.03233298659325
no_time_penalty,0,32,-207.63388738036156
no_time_penalty,0,33,-121.3113509118557
no_time_penalty,0,34,-136.12846560776234
no_time_penalty,0,35,-159.1818385720253
no_time_penalty,0,36,-156.8888964354992
no_time_penalty,0,37,-167.9991853274405
no_time_penalty,0,38,-213.3774456679821
no_time_penalty,0,39,-172.27307994663715
no_time_penalty,0,40,-215.8585955798626
no_time_penalty,0,41,-167.25381955504417
no_time_penalty,0,42,-214.35708355903625
no_time_penalty,0,43,-128.9369799643755
no_time_penalty,0,44,-131.94095399975777
no_time_penalty,0,45,-134.34436435997486
no_time_penalty,0,46,-180.87505966424942
no_time_penalty,0,47,-152.69294776022434
no_time_penalty,0,48,104.47383688390255
no_time_penalty,0,49,101.98460730910301
no_time_penalty,1,0,-267.71362721920013
no_time_penalty,1,1,100.83535864949226
no_time_penalty,1,2,-184.1701339483261
no_time_penalty,1,3,-286.2407862842083
no_time_penalty,1,4,-153.91802789270878
no_time_penalty,1,5,-150.04411725699902
no_time_penalty,1,6,100.03570418804884
no_time_penalty,1,7,-259.0936805307865
no_time_penalty,1,8,102.2507876753807
no_time_penalty,1,9,-292.8835868239403
no_time_penalty,1,10,-112.67402963340282
no_time_penalty,1,11,-311.7117255926132
no_time_penalty,1,12,-90.99904210865498
no_time_penalty,1,13,103.8282020688057
no_time_penalty,1,14,-148.4877750724554
no_time_penalty,1,15,-88.44682168215513
no_time_penalty,1,16,-66.8903720676899
no_time_penalty,1,17,-219.3050658106804
no_time_penalty,1,18,-136.3816321492195
no_time_penalty,1,19,-212.31410858035088
no_time_penalty,1,20,-69.79190903156996
no_time_penalty,1,21,-310.7369161248207
no_time_penalty,1,22,-179.58347994089127
no_time_penalty,1,23,-348.54917347431183
no_time_penalty,1,24,-181.6917197406292
no_time_penalty,1,25,-95.16399013996124
no_time_penalty,1,26,-198.8897275030613
no_time_penalty,1,27,-260.94663736224174
no_time_penalty,1,28,-246.7080166041851
no_time_penalty,1,29,-67.1614675745368
no_time_penalty,1,30,-93.88700237870216
no_time_penalty,1,31,-100.11743992567062
no_time_penalty,1,32,-85.76286872848868
no_time_penalty,1,33,101.314981341362
no_time_penalty,1,34,-90.60240190476179
no_time_penalty,1,35,-183.67017981410027
no_time_penalty,1,36,-235.99353048205376
no_time_penalty,1,37,-234.77195763587952
no_time_penalty,1,38,-198.7588727772236
no_time_penalty,1,39,-2602.777283027768
no_time_penalty,1,40,-266.3808973431587
no_time_penalty,1,41,-136.5201914012432
no_time_penalty,1,42,-61.89990556240082
no_time_penalty,1,43,-75.32991087436676
no_time_penalty,1,44,100.8757474720478
no_time_penalty,1,45,90.39448244869709
no_time_penalty,1,46,-2651.8630444705486
no_time_penalty,1,47,-300.2916721403599
no_time_penalty,1,48,-287.51396203041077
no_time_penalty,1,49,-213.74699321389198
no_time_penalty,2,0,-64.35435132682323
no_time_penalty,2,1,-212.32190942764282
no_time_penalty,2,2,-56.38115233182907
no_time_penalty,2,3,-131.04819032549858
no_time_penalty,2,4,-170.4781318306923
no_time_penalty,2,5,-157.65000134706497
no_time_penalty,2,6,-87.98737370967865
no_time_penalty,2,7,-271.2723830342293
no_time_penalty,2,8,-397.4996427297592
no_time_penalty,2,9,-103.09979675710201
no_time_penalty,2,10,-172.25826397538185
no_time_penalty,2,11,-60.46823535859585
no_time_penalty,2,12,-111.92868532985449
no_time_penalty,2,13,-152.82688522338867
no_time_penalty,2,14,101.98286646604538
no_time_penalty,2,15,-302.46587803959846
no_time_penalty,2,16,-216.345960855484
no_time_penalty,2,17,-217.20526963472366
no_time_penalty,2,18,103.49828889966011
no_time_penalty,2,19,-193.14265471696854
no_time_penalty,2,20,61.20888549089432
no_time_penalty,2,21,-304.9977042078972
no_time_penalty,2,22,104.30099707841873
no_time_penalty,2,23,-258.86910885572433
no_time_penalty,2,24,103.11799393594265
no_time_penalty,2,25,-218.4072249531746
no_time_penalty,2,26,-249.5424997806549
no_time_penalty,2,27,-119.72277815639973
no_time_penalty,2,28,-277.90935227274895
no_time_penalty,2,29,-260.6559861302376
no_time_penalty,2,30,-262.463610291481
no_time_penalty,2,31,-46.03898820281029
no_time_penalty,2,32,-66.39239990711212
